article_id,title,journal,pub_year,times_cited,doi,study_type_2,fieldstudy_country,affiliation,affiliation_country
506,Antagonistic Effects of Ocean Acidification and Rising Sea Surface Temperature on the Dissolution of Coral Reef Carbonate Sediments,FRONTIERS IN MARINE SCIENCE,2016,6,10.3389/fmars.2016.00211,Field-based,Australia,"Southern Cross Univ, Sch Environm Sci & Engn, Ctr Coastal Biogeochem, Lismore, NSW",Australia
507,Five Decades of Marine Megafauna Surveys from Micronesia,FRONTIERS IN MARINE SCIENCE,2016,3,10.3389/fmars.2015.00116,Field-based,Guam,"Natl Acad Sci, Natl Res Council, Washington, NOAA Fisheries, Pacific Isl Fisheries Sci Ctr, Marine Turtle Biol & Assessment Program, Honolulu",United States
508,"Episodic Disturbance from Boat Anchoring Is a Major Contributor to, but Does Not Alter the Trajectory of, Long-Term Coral Reef Decline",PLOS ONE,2015,2,10.1371/journal.pone.0144498,Field-based,British Virgin Islands,"Univ Rhode Isl, Dept Nat Resources Sci, Kingston",United States
510,Marine reserve recovery rates towards a baseline are slower for reef fish community life histories than biomass,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2015,15,10.1098/rspb.2015.1938,Field-based,United Kingdom,"Wildlife Conservat Soc, Marine Programs, Bronx",United States
516,Reaping the reef: Provisioning services from coral reefs in Solomon Islands,MARINE POLICY,2015,8,10.1016/j.marpol.2015.09.023,Field-based,Solomon Islands,"WorldFish, Honiara",Solomon Islands
518,With a Little Help from My Friends: Group Orientation by Larvae of a Coral Reef Fish,PLOS ONE,2015,13,10.1371/journal.pone.0144060,Field-based,Australia,"Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Miami, Univ Paris 06, Sorbonne Univ, CNRS, LOV, F-06230 Villefranche Sur Mer","United States, France"
519,Nitrogen transfer in a Caribbean mutualistic network,MARINE BIOLOGY,2015,7,10.1007/s00227-015-2767-9,Field-based,United States,"Auburn Univ, Dept Biol Sci, Auburn",United States
522,Using an isolated population boom to explore barriers to recovery in the keystone Caribbean coral reef herbivore Diadema antillarum,CORAL REEFS,2015,5,10.1007/s00338-015-1329-4,Field-based,Honduras,"Operat Wallacea, Spilsby PE23 4EX, Lincs, Univ Oxford, Dept Zool, Oxford OX1 3PS",United Kingdom
523,"Small herbivores suppress algal accumulation on Agatti atoll, Indian Ocean",CORAL REEFS,2015,4,10.1007/s00338-015-1331-x,Field-based,India,"Masaryk Univ, Fac Sci, Dept Bot & Zool, CS-61137 Brno",Czech Republic
524,Photoacclimation supports environmental tolerance of a sponge to turbid low-light conditions,CORAL REEFS,2015,7,10.1007/s00338-015-1340-9,Field-based,Indonesia,"Victoria Univ Wellington, Sch Biol Sci, Wellington",New Zealand
526,Ghosts of thermal past: reef fish exposed to historic high temperatures have heightened stress response to further stressors,CORAL REEFS,2015,8,10.1007/s00338-015-1333-8,Field-based,France,"USR 3278 CRIOBE CNRS EPHE UPVD, BP 1013, Papetoai 98729, Moorea",French Polynesia
528,Assessing environmental correlates of fish movement on a coral reef,CORAL REEFS,2015,12,10.1007/s00338-015-1318-7,Field-based,Australia,"Australian Inst Marine Sci, Townsville, Qld 4810, James Cook Univ, AIMS JCU, Townsville, Qld 4811, James Cook Univ, Coll Marine & Environm Sci, Townsville, Qld 4811, James Cook Univ, Ctr Sustainable Trop Fisheries & Aquaculture, Townsville, Qld 4811",Australia
529,"Pelagic larval duration and settlement size of a reef fish are spatially consistent, but post-settlement growth varies at the reef scale",CORAL REEFS,2015,3,10.1007/s00338-015-1330-y,Field-based,Philippines,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Cairns, Qld 4878, James Cook Univ, Coll Marine & Environm Sci, Cairns, Qld 4878, James Cook Univ, Ctr Trop Environm & Sustainabil Sci, Cairns, Qld 4878",Australia
531,Squidpops: A Simple Tool to Crowdsource a Global Map of Marine Predation Intensity,PLOS ONE,2015,8,10.1371/journal.pone.0142994,Field-based,Belize,"Coll William & Mary, Virginia Inst Marine Sci, Gloucester Point, Smithsonian Inst, Tennenbaum Marine Observ Network, Washington",United States
531,Squidpops: A Simple Tool to Crowdsource a Global Map of Marine Predation Intensity,PLOS ONE,2015,8,10.1371/journal.pone.0142994,Field-based,United States,"Coll William & Mary, Virginia Inst Marine Sci, Gloucester Point, Smithsonian Inst, Tennenbaum Marine Observ Network, Washington",United States
532,Shifts in coral reef biogeochemistry and resulting acidification linked to offshore productivity,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2015,20,10.1073/pnas.1507021112,Field-based,Bermuda,"Univ Calif San Diego, Scripps Inst Oceanog, La Jolla",United States
534,"Occupation Dynamics and Impacts of Damselfish Territoriality on Recovering Populations of the Threatened Staghorn Coral, Acropora cervicornis",PLOS ONE,2015,13,10.1371/journal.pone.0141302,Field-based,United States,"Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Dept Marine Biol & Ecol, Miami",United States
535,Effects of Seasonal Upwelling on Inorganic and Organic Matter Dynamics in the Water Column of Eastern Pacific Coral Reefs,PLOS ONE,2015,8,10.1371/journal.pone.0142681,Field-based,Costa Rica,"Leibniz Ctr Trop Marine Ecol, Bremen, Univ Bremen, Fac Biol & Chem, D-28359 Bremen",Germany
537,Damsel in distress: captured damselfish prey emit chemical cues that attract secondary predators and improve escape chances,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2015,7,10.1098/rspb.2015.2038,Field-based,Australia,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia; James Cook Univ, Coll Marine & Environm Sci, Townsville, Qld 4811",Australia
538,Population Structure of Montastraea cavernosa on Shallow versus Mesophotic Reefs in Bermuda,PLoS One,2015,6,10.1371/journal.pone.0142427,Field-based,Bermuda,"Bermuda Inst Ocean Sci, St Georges GE 01",Bermuda
543,What Happens after Conservation and Management Donors Leave? A Before and After Study of Coral Reef Ecology and Stakeholder Perceptions of Management Benefits,PLOS ONE,2015,2,10.1371/journal.pone.0138769,Field-based,"Tanzania, United Republic Of","Marine Program, Wildlife Conservat Soc, Bronx, Wildlife Conservat Soc, Marine Program, Mombasa","United States, Kenya"
544,Quantifying the Human Impacts on Papua New Guinea Reef Fish Communities across Space and Time,PLOS ONE,2015,3,10.1371/journal.pone.0140682,Field-based,Papua New Guinea,"Amer Museum Nat Hist, Div Vertebrate Zool, New York, Columbia Univ, Dept Ecol Evolut & Environm Biol, New York",United States
547,Varying annual patterns of reproduction in four species of coral reef fish in a monsoonal environment,MARINE BIOLOGY,2015,5,10.1007/s00227-015-2725-6,Field-based,Philippines,"James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Coll Marine & Environm Sci, Townsville, Qld 4811, Silliman Univ, Angelo King Ctr Res & Environm Management, Inst Environm & Marine Sci, Dumaguete 6200, Negros Oriental","Australia, Philippines"
548,The parrotfish-coral relationship: refuting the ubiquity of a prevailing paradigm,MARINE BIOLOGY,2015,29,10.1007/s00227-015-2728-3,Field-based,Philippines,"Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Coll Marine & Environm Sci, Townsville, Qld 4811",Australia
551,"Exploring the nature of ecological specialization in a coral reef fish community: morphology, diet and foraging microhabitat use",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2015,24,10.1098/rspb.2015.1147,Field-based,Guam,"ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Coll Marine & Environm Sci, Townsville, Qld 4811",Australia
552,Understanding the Spatio-Temporal Response of Coral Reef Fish Communities to Natural Disturbances: Insights from Beta-Diversity Decomposition,PLOS ONE,2015,19,10.1371/journal.pone.0138696,Field-based,French Polynesia,"CNRS, CRIOBE USR CNRS EPHE UPVD 3278, F-66860 Perpignan, Lab Excellence CORAIL, F-66860 Perpignan, Univ Montreal, Dept Sci Biol, Montreal, PQ H3C 3J7","France, Canada"
553,Lime Juice and Vinegar Injections as a Cheap and Natural Alternative to Control COTS Outbreaks,PLOS ONE,2015,8,10.1371/journal.pone.0137605,Field-based,Vanuatu,"Fisheries Dept Vanuatu, Port Vila, IRD, UMR ENTROPIE 9220, Noumea","Vanuatu, New Caledonia"
554,Competitors as accomplices: seaweed competitors hide corals from predatory sea stars,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2015,11,10.1098/rspb.2015.0714,Field-based,Fiji,"Georgia Inst Technol, Sch Biol, Atlanta, GA 30332 USA; Georgia Inst Technol, Aquat Chem Ecol Ctr, Atlanta",United States
557,Ontogenetic habitat utilization patterns of juvenile reef fish in low-predation habitats,MARINE BIOLOGY,2015,1,10.1007/s00227-015-2712-y,Field-based,"Taiwan, Province Of China","Natl Chung Hsing Univ, Dept Life Sci, Taichung 402, Natl Chung Hsing Univ, Res Ctr Global Change Biol, Taichung 402",Taiwan
560,Parrotfish size as a useful indicator of fishing effects in a small Caribbean island,CORAL REEFS,2015,7,10.1007/s00338-015-1295-x,Field-based,Barbados,"Univ W Indies, Dept Biol & Chem Sci, Wanstead",Barbados
562,Movement patterns of silvertip sharks (Carcharhinus albimarginatus) on coral reefs,CORAL REEFS,2015,9,10.1007/s00338-015-1312-0,Field-based,Australia,"James Cook Univ, AIMS JCU, Australian Inst Marine Sci, Coll Marine & Environm Sci, Townsville, Qld 4811, James Cook Univ, Ctr Sustainable Trop Fisheries & Aquaculture, Coll Marine & Environm Sci, Townsville, Qld 48113",Australia
566,"High prevalence of obligate coral-dwelling decapods on dead corals in the Chagos Archipelago, central Indian Ocean",CORAL REEFS,2015,11,10.1007/s00338-015-1307-x,Field-based,Chagos,"Linacre Coll, Oxford OX1 3JA, Univ Oxford, Dept Zool, Oxford OX1 3PS, Zool Soc London, Conservat Programmes, London NW1 4RY",United Kingdom
569,"High-resolution physical and biogeochemical variability from a shallow back reef on Ofu, American Samoa: an end-member perspective",CORAL REEFS,2015,13,10.1007/s00338-015-1308-9,Field-based,American Samoa,"Stanford Univ, Dept Earth Syst Sci, Stanford",United States
572,Recent Invasion of the Symbiont-Bearing Foraminifera Pararotalia into the Eastern Mediterranean Facilitated by the Ongoing Warming Trend,PLOS ONE,2015,15,10.1371/journal.pone.0132917,Field-based,Israel,"Univ Bremen, Ctr Marine Environm Sci, MARUM, D-28359 Bremen",Germany
577,"From Reef to Table: Social and Ecological Factors Affecting Coral Reef Fisheries, Artisanal Seafood Supply Chains, and Seafood Security",PLOS ONE,2015,25,10.1371/journal.pone.0123856,Field-based,United States,"Conservat Int, Betty & Gordon Moore Ctr Sci & Oceans, Honolulu, Stanford Univ, Ctr Ocean Solut, Stanford Woods Inst Environm, Monterey",United States
581,Participating in a Citizen Science Monitoring Program: Implications for Environmental Education,PLOS ONE,2015,8,10.1371/journal.pone.0131812,Field-based,Egypt,"Univ Bologna, Biol Sect, Dept Biol Geol & Environm Sci, Marine Sci Grp,Citizen Sci Lab, I-40126 Bologna",Italy
581,Participating in a Citizen Science Monitoring Program: Implications for Environmental Education,PLOS ONE,2015,8,10.1371/journal.pone.0131812,Field-based,Saudi Arabia,"Univ Bologna, Biol Sect, Dept Biol Geol & Environm Sci, Marine Sci Grp,Citizen Sci Lab, I-40126 Bologna",Italy
581,Participating in a Citizen Science Monitoring Program: Implications for Environmental Education,PLOS ONE,2015,8,10.1371/journal.pone.0131812,Field-based,Sudan,"Univ Bologna, Biol Sect, Dept Biol Geol & Environm Sci, Marine Sci Grp,Citizen Sci Lab, I-40126 Bologna",Italy
583,Simulated Macro-Algal Outbreak Triggers a Large-Scale Response on Coral Reefs,PLOS ONE,2015,5,10.1371/journal.pone.0132895,Field-based,Australia,"James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, James Cook Univ, Coll Marine & Environm Sci, Townsville, Qld 4811, MSci Pty Ltd, Perth, WA",Australia
584,Keeping Food on the Table: Human Responses and Changing Coastal Fisheries in Solomon Islands,PLOS ONE,2015,14,10.1371/journal.pone.0130800,Field-based,Solomon Islands,"Univ Queensland, Sch Civil Engn, Brisbane, Qld",Australia
586,Major Sources of Organic Matter in a Complex Coral Reef Lagoon: Identification from Isotopic Signatures (delta C-13 and delta N-15),PLOS ONE,2015,11,10.1371/journal.pone.0131555,Field-based,New Caledonia,"Univ La Nouvelle Caledonie, Lab LIVE, Noumea 98851, Univ La Nouvelle Caledonie, LABEX Corail, Noumea 98851",New Caledonia
590,Spectral Diversity and Regulation of Coral Fluorescence in a Mesophotic Reef Habitat in the Red Sea,PLOS ONE,2015,20,10.1371/journal.pone.0128697,Field-based,Israel,"Interuniv Inst Marine Sci Eilat, Elat, Tel Aviv Univ, Dept Zool, IL-69978 Tel Aviv",Israel
591,The Micronesia Challenge: Assessing the Relative Contribution of Stressors on Coral Reefs to Facilitate Science-to-Management Feedback,PLOS ONE,2015,17,10.1371/journal.pone.0130823,Field-based,"Micronesia, Federated States of","Univ Guam, Marine Lab, UOG Stn, Mangilao",United States
591,The Micronesia Challenge: Assessing the Relative Contribution of Stressors on Coral Reefs to Facilitate Science-to-Management Feedback,PLOS ONE,2015,17,10.1371/journal.pone.0130823,Field-based,Northern Mariana Islands,"Univ Guam, Marine Lab, UOG Stn, Mangilao",United States
594,Six Month In Situ High-Resolution Carbonate Chemistry and Temperature Study on a Coral Reef Flat Reveals Asynchronous pH and Temperature Anomalies,PLOS ONE,2015,23,10.1371/journal.pone.0127648,Field-based,Australia,"Univ Calif San Diego, Scripps Inst Oceanog, Integrat Oceanog Div, San Diego, Univ Queensland, Global Change Inst, Brisbane, Qld, Univ Queensland, Sch Biol Sci, Coral Reef Ecosyst Lab, Brisbane, Qld","United States, Australia"
595,Evaluating taboo trade-offs in ecosystems services and human well-being,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2015,83,10.1073/pnas.1414900112,Field-based,Kenya,"Stockholm Univ, Stockholm Resilience Ctr, SE-10691 Stockholm, Univ E Anglia, Sch Int Dev, Norwich NR4 7TJ, Norfolk","Sweden, United Kingdom"
598,Effects of predators on sea urchin density and habitat use in a southern California kelp forest,MARINE BIOLOGY,2015,4,10.1007/s00227-015-2664-2,Field-based,United States,"San Diego State, Dept Biol, San Diego",Germany
602,Coral reef recovery in the Galapagos Islands: the northernmost islands (Darwin and Wenman),CORAL REEFS,2015,28,10.1007/s00338-015-1280-4,Field-based,Ecuador,"Univ Miami, Dept Marine Biol & Ecol, Rosenstiel Sch Marine & Atmospher Sci, Miami",United States
606,Benthic community composition on submerged reefs in the central Great Barrier Reef,CORAL REEFS,2015,14,10.1007/s00338-015-1261-7,Field-based,Australia,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Sch Earth & Environm Sci, Townsville, Qld 4811",Australia
607,"Distribution, abundance and diversity of crustose coralline algae on the Great Barrier Reef",CORAL REEFS,2015,13,10.1007/s00338-015-1263-5,Field-based,Australia,"Univ Queensland, Queensland Brain Inst, CoralWatch, St Lucia, Qld 4072, Univ Queensland, Sch Biol Sci, Ctr Marine Sci, St Lucia, Qld 4072",Australia
608,Among-habitat algal selectivity by browsing herbivores on an inshore coral reef,CORAL REEFS,2015,10,10.1007/s00338-015-1265-3,Field-based,Australia,"James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia
611,Long-term movement patterns of a coral reef predator,CORAL REEFS,2015,11,10.1007/s00338-015-1272-4,Field-based,Australia,"Australian Inst Marine Sci, Townsville, Qld 4810, James Cook Univ, Ctr Sustainable Trop Fisheries & Aquaculture, Coll Marine & Environm Sci, Townsville, Qld 4811",Australia
612,The functional role of tabular structures for large reef fishes: avoiding predators or solar irradiance?,CORAL REEFS,2015,7,10.1007/s00338-015-1275-1,Field-based,Australia,"James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Coll Marine & Environm Sci, Townsville, Qld 4811",Australia
613,Pyrosequencing Characterization of the Microbiota from Atlantic Intertidal Marine Sponges Reveals High Microbial Diversity and the Lack of Co-Occurrence Patterns,PLOS ONE,2015,15,10.1371/journal.pone.0127455,Field-based,Portugal,"Univ Porto, Fac Sci, Dept Biol, P-4169007 Oporto, Univ Porto, Interdisciplinary Ctr Marine & Environm Res, CIIMAR CIMAR, P-4050123 Oporto",Portugal
614,Coral Settlement on a Highly Disturbed Equatorial Reef System,PLOS ONE,2015,15,10.1371/journal.pone.0127874,Field-based,Singapore,"Nanyang Technol Univ, Nanyang Environm & Water Res Inst, Adv Environm Biotechnol Ctr, Singapore 639798",Singapore
615,Reef Fishes in Biodiversity Hotspots Are at Greatest Risk from Loss of Coral Species,PLOS ONE,2015,12,10.1371/journal.pone.0124054,Field-based,Australia,"Univ Calif Santa Barbara, Dept Ecol Evolut & Marine Biol, Santa Barbara, Univ Calif Santa Barbara, Inst Marine Sci, Coastal Res Ctr, Santa Barbara",United States
615,Reef Fishes in Biodiversity Hotspots Are at Greatest Risk from Loss of Coral Species,PLOS ONE,2015,12,10.1371/journal.pone.0124054,Field-based,French Polynesia,"Univ Calif Santa Barbara, Dept Ecol Evolut & Marine Biol, Santa Barbara, Univ Calif Santa Barbara, Inst Marine Sci, Coastal Res Ctr, Santa Barbara",United States
615,Reef Fishes in Biodiversity Hotspots Are at Greatest Risk from Loss of Coral Species,PLOS ONE,2015,12,10.1371/journal.pone.0124054,Field-based,Papua New Guinea,"Univ Calif Santa Barbara, Dept Ecol Evolut & Marine Biol, Santa Barbara, Univ Calif Santa Barbara, Inst Marine Sci, Coastal Res Ctr, Santa Barbara",United States
626,"Human, Oceanographic and Habitat Drivers of Central and Western Pacific Coral Reef Fish Assemblages",PLOS ONE,2015,55,10.1371/journal.pone.0120516,Field-based,United States,"Natl Oceanog & Atmospher Adm, Coral Reef Ecosyst Div, Pacif Islands Fisheries Sci Ctr, Honolulu",United States
630,Differential Response of Fish Assemblages to Coral Reef-Based Seaweed Farming,PLOS ONE,2015,2,10.1371/journal.pone.0118838,Field-based,Philippines,"Univ British Columbia, Fisheries Ctr, Sea Us Project, Vancouver, BC V5Z 1M9",Canada
632,"Do Reef Fish Habituate to Diver Presence? Evidence from Two Reef Sites with Contrasting Historical Levels of SCUBA Intensity in the Bay Islands, Honduras",PLOS ONE,2015,13,10.1371/journal.pone.0119645,Field-based,Honduras,"Ohio State Univ, Dept Evolut Ecol & Organismal Biol, Columbus, Operat Wallacea, Spilsby, Lincs","United States, United Kingdom"
633,Complex Environmental Forcing across the Biogeographical Range of Coral Populations,PLOS ONE,2015,9,10.1371/journal.pone.0121742,Field-based,French Polynesia,"Univ Calif Davis, Bodega Marine Lab, Bodega Bay",United States
634,Coupled dynamics of territorial damselfishes and juvenile corals on the reef crest,CORAL REEFS,2015,5,10.1007/s00338-014-1221-7,Field-based,Australia,"Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld, James Cook Univ, Coll Marine & Environm Sci, Townsville, Qld 4811",Australia
635,Defended territories of an aggressive damselfish contain lower juvenile coral density than adjacent non-defended areas on Kenyan lagoon patch reefs,CORAL REEFS,2015,5,10.1007/s00338-014-1229-z,Field-based,Kenya,"A Rocha Kenya Marine Conservat & Res Programme, Watamu, Univ Cambridge, Christs Coll, Cambridge CB2 3BU","Kenya, United Kingdom"
637,Associations among coral reef macroalgae influence feeding by herbivorous fishes,CORAL REEFS,2015,3,10.1007/s00338-014-1236-0,Field-based,Australia,"James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia
641,Spatiotemporal and species-specific patterns of diseases affecting crustose coralline algae in Curacao,CORAL REEFS,2015,6,10.1007/s00338-014-1225-3,Field-based,Curacao,"Leibniz Ctr Trop Marine Ecol ZMT, D-28359 Bremen, UPVD, CNRS, EPHE, CRIOBE,USR 3278, F-66860 Perpignan","Germany, France"
643,"Genetic connectivity of the broadcast spawning reef coral Platygyra sinensis on impacted reefs, and the description of new microsatellite markers",CORAL REEFS,2015,2,10.1007/s00338-014-1206-6,Field-based,Singapore,"Natl Univ Singapore, Dept Biol Sci, Evolutionary Biol Lab, Singapore 117543",Singapore
646,Environmental and ecological controls of coral community metabolism on Palmyra Atoll,CORAL REEFS,2015,16,10.1007/s00338-014-1217-3,Field-based,United States,"Stanford Univ, Dept Environm Earth Syst Sci, Stanford",United States
653,Residency patterns and movements of grey reef sharks (Carcharhinus amblyrhynchos) in semi-isolated coral reef habitats,MARINE BIOLOGY,2015,23,10.1007/s00227-014-2572-x,Field-based,Australia,"James Cook Univ, AIMS JCU, Australian Inst Marine Sci, Coll Marine & Environm Sci, Townsville, Qld 4811, James Cook Univ, Coll Marine & Environm Sci, Townsville, Qld 48113, James Cook Univ, Ctr Sustainable Trop Fisheries & Aquaculture, Townsville, Qld 48113",Australia
654,Water flow influences the mechanisms and outcomes of interactions between massive Porites and coral reef algae,MARINE BIOLOGY,2015,8,10.1007/s00227-014-2593-5,Field-based,United States,"Calif State Univ Northridge, Dept Biol, Northridge",United States
656,Effect of Phase Shift from Corals to Zoantharia on Reef Fish Assemblages,PLOS ONE,2015,12,10.1371/journal.pone.0116944,Field-based,Brazil,"Univ Estado Rio de Janeiro UERJ, Dept Ecol, Inst Biol Roberto Alcantara Gomes, Lab Ecol Marinha Bent, BR-20550011 Rio De Janeiro, RJ, Univ Estado Rio de Janeiro, Programa Pos Grad Ecol, BR-20550011 Rio De Janeiro, RJ, Univ Fed Bahia, Inst Geociencias, Lab Recifes Corais & Mudancas Globais, Salvador, BA",Brazil
658,Large-amplitude internal waves benefit corals during thermal stress,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2015,13,10.1098/rspb.2014.0650,Field-based,India,"Helmholtz Ctr Ocean Res, GEOMAR, D-24148 Kiel, Helmholtz Ctr Polar & Marine Res, Alfred Wegener Inst, D-27568 Bremerhaven",Germany
659,Towards a functional typology of small-scale fisheries co-management informed by stakeholder perceptions: A coral reef case study,MARINE POLICY,2015,11,10.1016/j.marpol.2014.07.020,Field-based,Solomon Islands,"Australian Inst Marine Sci, Arafura Timor Res Facil, Brinkin, NT 0810, Charles Darwin Univ, Northern Inst, Darwin, NT 0909",Australia
661,"Mothers matter: contribution to local replenishment is linked to female size, mate replacement and fecundity in a fish metapopulation",MARINE BIOLOGY,2015,11,10.1007/s00227-014-2556-x,Field-based,Papua New Guinea,"Univ Austral Chile, Inst Ciencias Ambientales & Evolut, Valdivia, Univ Perpignan, USR Lab Excellence CORAIL 3278, CNRS EPHE, CRIOBE Ctr Biol & Ecol Trop & Mediterranneenne, F-66860 Perpignan","Chile, France"
664,"Social, institutional, and knowledge mechanisms mediate diverse ecosystem service benefits from coral reefs",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2014,34,10.1073/pnas.1413473111,Field-based,Kenya,"James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Stanford Univ, Ctr Ocean Solut, Monterey","Australia, United States"
664,"Social, institutional, and knowledge mechanisms mediate diverse ecosystem service benefits from coral reefs",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2014,34,10.1073/pnas.1413473111,Field-based,Madagascar,"James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Stanford Univ, Ctr Ocean Solut, Monterey","Australia, United States"
664,"Social, institutional, and knowledge mechanisms mediate diverse ecosystem service benefits from coral reefs",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2014,34,10.1073/pnas.1413473111,Field-based,Seychelles,"James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Stanford Univ, Ctr Ocean Solut, Monterey","Australia, United States"
664,"Social, institutional, and knowledge mechanisms mediate diverse ecosystem service benefits from coral reefs",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2014,34,10.1073/pnas.1413473111,Field-based,"Tanzania, United Republic Of","James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Stanford Univ, Ctr Ocean Solut, Monterey","Australia, United States"
667,"Diversity, abundance, and distribution of reef sharks on outer-shelf reefs of the Great Barrier Reef, Australia",MARINE BIOLOGY,2014,16,10.1007/s00227-014-2550-3,Field-based,Australia,"James Cook Univ, Australian Inst Marine Sci, AIMS JCU, Townsville, Qld 4811, James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia
668,"Host preference, site fidelity, and homing behavior of the symbiotically luminous cardinalfish, Siphamia tubifer (Perciformes: Apogonidae)",MARINE BIOLOGY,2014,7,10.1007/s00227-014-2554-z,Field-based,Japan,"Univ Michigan, Dept Ecol & Evolutionary Biol, Ann Arbor",United States
669,Life histories predict vulnerability to overexploitation in parrotfishes,CORAL REEFS,2014,32,10.1007/s00338-014-1187-5,Field-based,"Micronesia, Federated States of","James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia
670,"Recruitment dynamics and first year growth of the coral reef surgeonfish Ctenochaetus striatus, with implications for acanthurid growth models",CORAL REEFS,2014,6,10.1007/s00338-014-1182-x,Field-based,American Samoa,"Massey Univ, Inst Nat & Math Sci, Auckland",New Zealand
671,Local extinction of a coral reef fish explained by inflexible prey choice,CORAL REEFS,2014,11,10.1007/s00338-014-1197-3,Field-based,Australia,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia
673,"Multiple anthropogenic stressors exert complex, interactive effects on a coral reef community",CORAL REEFS,2014,19,10.1007/s00338-014-1199-1,Field-based,Panama,"Univ Calif Los Angeles, Dept Ecol & Evolutionary Biol, Los Angeles, Univ Minnesota, Dept Fisheries Wildlife & Conservat Biol, Minneapolis",United States
674,Multiple driving factors explain spatial and temporal variability in coral calcification rates on the Bermuda platform,CORAL REEFS,2014,15,10.1007/s00338-014-1191-9,Field-based,Bermuda,"Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Miami",United States
675,Nitrogen fixation rates in algal turf communities of a degraded versus less degraded coral reef,CORAL REEFS,2014,13,10.1007/s00338-014-1207-5,Field-based,Curacao,"Univ Amsterdam, Dept Aquat Microbiol, Inst Biodivers & Ecosyst Dynam, NL-1090 GE Amsterdam",Netherlands
676,Limits to physiological plasticity of the coral Pocillopora verrucosa from the central Red Sea,CORAL REEFS,2014,19,10.1007/s00338-014-1192-8,Field-based,Saudi Arabia,"Goethe Univ Frankfurt, Inst Mol Biosci, Dept Biosci, D-60438 Frankfurt, Senckenberg Res Inst, LOEWE Biodivers & Climate Res Ctr, D-60325 Frankfurt",Germany
677,"Distribution, food preference, and trophic position of the corallivorous fireworm Hermodice carunculata in a Caribbean coral reef",CORAL REEFS,2014,9,10.1007/s00338-014-1184-8,Field-based,Curacao,"Leibniz Ctr Trop Marine Ecol ZMT, Coral Reef Ecol Grp CORE, D-28359 Bremen",Germany
681,Variable Responses of Benthic Communities to Anomalously Warm Sea Temperatures on a High-Latitude Coral Reef,PLOS ONE,2014,17,10.1371/journal.pone.0113079,Field-based,Australia,"Australian Inst Marine Sci, Townsville, Qld 4810, James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811",Australia
