article_id,title,journal,pub_year,times_cited,doi,study_type_2,affiliation,affiliation_country,affiliation_airport,affiliation_airport_code,fieldstudy_country,field_study_location,field_airport,field_airport_code
887,The relationship between lunar periodicity and activity of fish-parasitic gnathiid isopods in the Caribbean,MARINE BIOLOGY,2013,7,10.1007/s00227-013-2213-9,Field-based,"Arkansas State Univ, Dept Biol Sci, State Univ",United States,NA,NA,United States,NA,NA,NA
887,The relationship between lunar periodicity and activity of fish-parasitic gnathiid isopods in the Caribbean,MARINE BIOLOGY,2013,7,10.1007/s00227-013-2213-9,Field-based,"Arkansas State Univ, Dept Biol Sci, State Univ",United States,NA,NA,United States Virgin Islands,NA,NA,NA
888,Evidence for benthic primary production support of an apex predator-dominated coral reef food web,MARINE BIOLOGY,2013,13,10.1007/s00227-013-2220-x,Field-based,"NOAA NOS NCCOS CCFHR, Beaufort",United States,NA,NA,United States,NA,NA,NA
889,Sun Compass Orientation Helps Coral Reef Fish Larvae Return to Their Natal Reef,PLOS ONE,2013,32,10.1371/journal.pone.0066039,Field-based,"Carl von Ossietzky Univ Oldenburg, Forschungszentrum Neurosensor, D-26111 Oldenburg, Carl von Ossietzky Univ Oldenburg, Inst Biol & Umweltwissensch, D-26111 Oldenburg",Germany,NA,NA,Australia,NA,NA,NA
891,"In-Situ Effects of Simulated Overfishing and Eutrophication on Benthic Coral Reef Algae Growth, Succession, and Composition in the Central Red Sea",PLOS ONE,2013,11,10.1371/journal.pone.0066992,Field-based,"Leibniz Ctr Trop Marine Ecol ZMT, Coral Reef Ecol Grp CORE, Bremen",Germany,NA,NA,Saudi Arabia,NA,NA,NA
893,The Mangrove Nursery Paradigm Revisited: Otolith Stable Isotopes Support Nursery-to-Reef Movements by Indo-Pacific Fishes,PLOS ONE,2013,37,10.1371/journal.pone.0066320,Field-based,"Radboud Univ Nijmegen, Inst Water & Wetland Res, Dept Anim Ecol & Ecophysiol, NL-6525 ED Nijmegen, Tanzania Fisheries Res Inst, Kigoma","Netherlands, Tanzania, United Republic Of",NA,NA,"Tanzania, United Republic Of",NA,NA,NA
894,Additive Diversity Partitioning of Fish in a Caribbean Coral Reef Undergoing Shift Transition,PLOS ONE,2013,19,10.1371/journal.pone.0065665,Field-based,"IPN, Unidad Merida, Ctr Invest & Estudios Avanzados, Lab Ecol Ecosistemas Arrecifes Coralinos, Merida, Yucatan",Mexico,NA,NA,Mexico,NA,NA,NA
895,"The Different Potential of Sponge Bacterial Symbionts in N-2 Release Indicated by the Phylogenetic Diversity and Abundance Analyses of Denitrification Genes, nirK and nosZ",PLOS ONE,2013,4,10.1371/journal.pone.0065142,Field-based,"Shanghai Jiao Tong Univ, Marine Biotechnol Lab, State Key Lab Microbial Metab, Shanghai 200030, Shanghai Jiao Tong Univ, Sch Life Sci & Biotechnol, Shanghai 200030",Peoples R China,NA,NA,China,NA,NA,NA
898,Behavioural Disturbances in a Temperate Fish Exposed to Sustained High-CO2 Levels,PLOS ONE,2013,77,10.1371/journal.pone.0065825,Field-based,"Univ Gothenburg, Dept Biol & Environm Sci, Gothenburg",Sweden,NA,NA,Sweden,NA,NA,NA
899,Microhabitat association in white-streaked grouper Epinephelus ongus: importance of Acropora spp.,MARINE BIOLOGY,2013,14,10.1007/s00227-013-2205-9,Field-based,"Fisheries Res Agcy, Res Ctr Subtrop Fisheries, Seikai Natl Fisheries Res Inst, Ishigaki, Okinawa 9070451",Japan,NA,NA,Japan,NA,NA,NA
901,Patterns of connectivity among populations of a coral reef fish,CORAL REEFS,2013,11,10.1007/s00338-012-0990-0,Field-based,"NOAA, Fish Ecol Div, NW Fisheries Sci Ctr, Natl Marine Fisheries Serv, Seattle",United States,NA,NA,Belize,NA,NA,NA
903,"Patterns of recruitment and microhabitat associations for three predatory coral reef fishes on the southern Great Barrier Reef, Australia",CORAL REEFS,2013,22,10.1007/s00338-012-0985-x,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4814, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4814",Australia,NA,TSV,Australia,NA,NA,NA
904,Habitat complexity and fish size affect the detection of Indo-Pacific lionfish on invaded coral reefs,CORAL REEFS,2013,27,10.1007/s00338-012-0987-8,Field-based,"Simon Fraser Univ, Dept Biol Sci, Earth Ocean Res Grp, Burnaby, BC V5A 1S6",Canada,NA,YVR,Bahamas,NA,NA,NA
905,Stable isotope analysis indicates a lack of inter- and intra-specific dietary redundancy among ecologically important coral reef fishes,CORAL REEFS,2013,19,10.1007/s00338-012-0988-7,Field-based,"Rhodes Univ, Coastal Res Grp, Dept Zool & Entomol, ZA-6140 Grahamstown",South Africa,NA,NA,"Tanzania, United Republic Of",NA,NA,NA
906,The effects of sea surface temperature anomalies on oceanic coral reef systems in the southwestern tropical Atlantic,CORAL REEFS,2013,19,10.1007/s00338-012-0992-y,Field-based,"Univ Fed Pernambuco, Dept Oceanog, BR-50670901 Recife, PE",Brazil,NA,NA,Brazil,NA,NA,NA
907,Seasonally changing habitat use patterns among roving herbivorous fishes in the southern Red Sea: the role of temperature and algal community structure,CORAL REEFS,2013,13,10.1007/s00338-012-1000-2,Field-based,"Coll Marine Sci & Technol, Dept Appl Marine Sci, Massawa, Univ Groningen, Dept Ocean Ecosyst, POB 11103, NL-9700 CC Groningen","Eritrea, Netherlands",NA,NA,Eritrea,NA,NA,NA
908,"Effects of season, sex and body size on the feeding ecology of turtle-headed sea snakes (Emydocephalus annulatus) on IndoPacific inshore coral reefs",CORAL REEFS,2013,10,10.1007/s00338-012-1008-7,Field-based,"Univ Nouvelle Caledonie, Lab Excellence CORAIL, Noumea 98851, Univ Nouvelle Caledonie, Lab LIVE, Noumea 98851",New Caledonia,NA,NOU,New Caledonia,NA,NA,NA
909,Soundscapes from a Tropical Eastern Pacific reef and a Caribbean Sea reef,CORAL REEFS,2013,34,10.1007/s00338-012-1007-8,Field-based,"Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Miami",United States,NA,MIA,Panama,NA,NA,NA
909,Soundscapes from a Tropical Eastern Pacific reef and a Caribbean Sea reef,CORAL REEFS,2013,34,10.1007/s00338-012-1007-8,Field-based,"Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Miami",United States,NA,MIA,United States,NA,NA,NA
910,The trophic importance of algal turfs for coral reef fishes: the crustacean link,CORAL REEFS,2013,40,10.1007/s00338-013-1009-1,Field-based,"James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia,NA,TSV,Australia,NA,NA,NA
912,Spatiotemporal Variability of Dimethylsulphoniopropionate on a Fringing Coral Reef: The Role of Reefal Carbonate Chemistry and Environmental Variability,PLOS ONE,2013,14,10.1371/journal.pone.0064651,Field-based,"Univ Glasgow, Sch Geog & Earth Sci, Glasgow, Lanark",United Kingdom,NA,NA,Egypt,NA,NA,NA
918,Evaluating marine protected areas for managing marine resource conflict in Hawaii,MARINE POLICY,2013,12,10.1016/j.marpol.2012.11.003,Field-based,"Washington State Univ Vancouver, Sch Environm, Vancouver",United States,NA,NA,United States,NA,NA,NA
919,The impact of climate change on prawn postlarvae fishing in coastal Bangladesh: Socioeconomic and ecological perspectives,MARINE POLICY,2013,21,10.1016/j.marpol.2012.10.008,Field-based,"Univ Pavia, Dept Earth & Environm Sci, I-27100 Pavia",Italy,NA,NA,Bangladesh,NA,NA,NA
925,Environmental Influences on Patterns of Vertical Movement and Site Fidelity of Grey Reef Sharks (Carcharhinus amblyrhynchos) at Aggregation Sites,PLOS ONE,2013,41,10.1371/journal.pone.0060331,Field-based,"Australian Inst Marine Sci, Perth, WA, Univ Western Australia, Oceans Inst, Perth, WA 6009, Univ Western Australia, Sch Anim Biol, Perth, WA 6009",Australia,NA,NA,Palau,NA,NA,NA
926,Effectiveness of Annealing Blocking Primers versus Restriction Enzymes for Characterization of Generalist Diets: Unexpected Prey Revealed in the Gut Contents of Two Coral Reef Fish Species,PLOS ONE,2013,21,10.1371/journal.pone.0058076,Field-based,"Smithsonian Inst, Natl Museum Nat Hist, Dept Invertebrate Zool, Washington, Univ Perpignan, CBETM, USR CRIOBE CNRS EPHE 3278, Lab Excellence Corail, F-66025 Perpignan","United States, France",NA,NA,French Polynesia,NA,NA,NA
927,Does Herbivorous Fish Protection Really Improve Coral Reef Resilience? A Case Study from New Caledonia (South Pacific),PLOS ONE,2013,22,10.1371/journal.pone.0060564,Field-based,"IRD, Res Unit Coreus 227, Noumea",New Caledonia,NA,NOU,New Caledonia,NA,NA,NA
928,"Species-Specific Responses of Corals to Bleaching Events on Anthropogenically Turbid Reefs on Okinawa Island, Japan, over a 15-year Period (1995-2009)",PLOS ONE,2013,26,10.1371/journal.pone.0060952,Field-based,"NIES, Ctr Environm Biol & Ecosyst Studies, Tsukuba, Ibaraki",Japan,NA,NA,Japan,NA,NA,NA
929,Genetic testing reveals some mislabeling but general compliance with a ban on herbivorous fish harvesting in Belize,CONSERVATION LETTERS,2013,12,10.1111/j.1755-263X.2012.00286.x,Field-based,"Univ N Carolina, Dept Biol, Chapel Hill",United States,NA,NA,Belize,NA,NA,NA
930,Population genetic variation in the New Zealand greenshell mussel: locus-dependent conflicting signals of weak structure and high gene flow balanced against pronounced structure and high self-recruitment,MARINE BIOLOGY,2013,22,10.1007/s00227-012-2145-9,Field-based,"Huazhong Agr Univ, Coll Fisheries, Wuhan 430070, Hubei, Victoria Univ Wellington, Sch Biol Sci, Ctr Marine Environm & Econ Res, Wellington 6140","Peoples R China, New Zealand",NA,NA,New Zealand,NA,NA,NA
931,"Antipredator responses to invasive lionfish, Pterois volitans: interspecific differences in cue utilization by two coral reef gobies",MARINE BIOLOGY,2013,22,10.1007/s00227-012-2156-6,Field-based,"Univ Mississippi, Dept Pharmacognosy, University",United States,NA,NA,Bahamas,NA,NA,NA
932,Transmitter attachment and release methods for short-term shark and stingray tracking on coral reefs,MARINE BIOLOGY,2013,3,10.1007/s00227-012-2151-y,Field-based,"UWA Oceans Inst M096, Australian Inst Marine Sci, Crawley, WA 6009",Australia,NA,NA,Australia,NA,NA,NA
933,Small-Scale Habitat Structure Modulates the Effects of No-Take Marine Reserves for Coral Reef Macroinvertebrates,PLOS ONE,2013,7,10.1371/journal.pone.0058998,Field-based,"IRD, UR CoReUs 2 227, Fisheries Dept Vanuatu, Port Vila",Vanuatu,NA,NA,New Caledonia,NA,NA,NA
934,In Situ Coral Reef Oxygen Metabolism: An Eddy Correlation Study,PLOS ONE,2013,39,10.1371/journal.pone.0058581,Field-based,"Univ Virginia, Dept Environm Sci, Charlottesville",United States,NA,NA,United States,NA,NA,NA
935,Elevated CO2 Affects Predator-Prey Interactions through Altered Performance,PLOS ONE,2013,52,10.1371/journal.pone.0058520,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia,NA,TSV,Australia,NA,NA,NA
937,"Niche partitioning of feeding microhabitats produces a unique function for herbivorous rabbitfishes (Perciformes, Siganidae) on coral reefs",CORAL REEFS,2013,28,10.1007/s00338-012-0945-5,Field-based,"James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia,NA,TSV,Australia,NA,NA,NA
938,"Environmentally controlled succession in a late Pleistocene coral reef (Sinai, Egypt)",CORAL REEFS,2013,6,10.1007/s00338-012-0968-y,Field-based,"Humboldt Univ, Museum Nat Kunde, Leibniz Inst Res Evolut & Biodivers, D-10115 Berlin",Germany,NA,NA,Egypt,NA,NA,NA
940,The promiscuous larvae: flexibility in the establishment of symbiosis in corals,CORAL REEFS,2013,26,10.1007/s00338-012-0951-7,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia,NA,TSV,Australia,NA,NA,NA
941,SedPods: a low-cost coral proxy for measuring net sedimentation,CORAL REEFS,2013,13,10.1007/s00338-012-0953-5,Field-based,"US Geol Survey, Pacific Coastal & Marine Sci Ctr, Santa Cruz",United States,NA,SPC,United States,NA,NA,NA
942,Spatial variation in mechanical properties of coral reef substrate and implications for coral colony integrity,CORAL REEFS,2013,1,10.1007/s00338-012-0958-0,Field-based,"James Cook Univ, Sch Marine Biol & Aquaculture, Townsville, Qld 4811, Macquarie Univ, Dept Biol Sci, Sydney, NSW 2109",Australia,NA,TSV,Australia,NA,NA,NA
943,"Bleaching, coral mortality and subsequent survivorship on a West Australian fringing reef",CORAL REEFS,2013,47,10.1007/s00338-012-0974-0,Field-based,"Australian Inst Marine Sci, UWA Oceans Inst, Crawley, WA",Australia,NA,NA,Australia,NA,NA,NA
944,Spatiotemporal variations in CO2 flux in a fringing reef simulated using a novel carbonate system dynamics model,CORAL REEFS,2013,9,10.1007/s00338-012-0964-2,Field-based,"Tokyo Inst Technol, Grad Sch Informat Sci & Engn, Dept Mech & Environm Informat, Meguro Ku, Tokyo 1528552",Japan,NA,NA,Japan,NA,NA,NA
945,Decline in sea snake abundance on a protected coral reef system in the New Caledonian Lagoon,CORAL REEFS,2013,16,10.1007/s00338-012-0977-x,Field-based,"Univ Nouvelle Caledonie, Lab LIVE, Labex CORAIL, Noumea 98851",New Caledonia,NA,NOU,New Caledonia,NA,NA,NA
947,Home range of immature green turtles tracked at an offshore tropical reef using automated passive acoustic technology,MARINE BIOLOGY,2013,11,10.1007/s00227-012-2117-0,Field-based,"Ctr Trop Water & Aquat Ecosyst Res, Townsville, Qld 4811, James Cook Univ, Sch Earth & Environm Sci, Townsville, Qld 4811",Australia,NA,TSV,Australia,NA,NA,NA
948,Behavioural flexibility in reef fishes responding to a rapidly changing wave environment,MARINE BIOLOGY,2013,24,10.1007/s00227-012-2123-2,Field-based,"Australian Natl Univ, ARC Ctr Excellence Coral Reef Studies, Res Sch Biol, Canberra, ACT 0200",Australia,NA,NA,Australia,NA,NA,NA
950,"Tracing value chains to understand effects of trade on coral reef fish in Zanzibar, Tanzania",MARINE POLICY,2013,24,10.1016/j.marpol.2012.05.041,Field-based,"Stockholm Univ, Dept Syst Ecol, SE-10691 Stockholm, Stockholm Univ, Stockholm Resilience Ctr, SE-10691 Stockholm",Sweden,NA,NA,"Tanzania, United Republic Of",NA,NA,NA
951,Coral reef calcifiers buffer their response to ocean acidification using both bicarbonate and carbonate,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2013,70,10.1098/rspb.2012.2374,Field-based,"Calif State Univ Northridge, Dept Biol, Northridge",United States,NA,NA,French Polynesia,NA,NA,NA
952,Extensive cryptic species diversity and fine-scale endemism in the marine red alga Portieria in the Philippines,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2013,63,10.1098/rspb.2012.2660,Field-based,"Silliman Univ, Inst Environm & Marine Sci, Dumaguete 6200, Univ Ghent, Dept Biol, Physiol Res Grp, B-9000 Ghent","Philippines, Belgium",NA,NA,Philippines,NA,NA,NA
953,Digital Reef Rugosity Estimates Coral Reef Habitat Complexity,PLOS ONE,2013,26,10.1371/journal.pone.0057386,Field-based,"Biosphere Fdn, Coral Reef Projects, Big Pine, Coll Charleston, Dept Biol, Charleston",United States,NA,NA,Indonesia,NA,NA,NA
955,Spot the Difference: Mimicry in a Coral Reef Fish,PLOS ONE,2013,5,10.1371/journal.pone.0055938,Field-based,"Univ Western Australia, Ctr Microscopy Characterisat & Anal, Crawley, WA, Univ Western Australia, Sch Anim Biol, Ctr Evolutionary Biol, Crawley, WA",Australia,NA,NA,Australia,NA,NA,NA
956,"Relationships between Host Phylogeny, Host Type and Bacterial Community Diversity in Cold-Water Coral Reef Sponges",PLOS ONE,2013,20,10.1371/journal.pone.0055505,Field-based,"Max Planck Inst Marine Microbiol, HGF MPG Grp Deep Sea Ecol & Technol, Bremen, Univ Bergen, Marine Microbiol Grp, Dept Biol, Bergen","Germany, Norway",NA,NA,Norway,NA,NA,NA
958,Variation in benthic communities of eastern Caribbean coral reefs in relation to surface sediment composition,MARINE BIOLOGY,2013,3,10.1007/s00227-012-2092-5,Field-based,"Simon Fraser Univ, Dept Biol Sci, Burnaby, BC V5A 1S6",Canada,NA,YVR,"Bonaire, Sint Eustatius, Saba, Sint Eustatius, Saba",NA,NA,NA
958,Variation in benthic communities of eastern Caribbean coral reefs in relation to surface sediment composition,MARINE BIOLOGY,2013,3,10.1007/s00227-012-2092-5,Field-based,"Simon Fraser Univ, Dept Biol Sci, Burnaby, BC V5A 1S6",Canada,NA,YVR,Curacao,NA,NA,NA
958,Variation in benthic communities of eastern Caribbean coral reefs in relation to surface sediment composition,MARINE BIOLOGY,2013,3,10.1007/s00227-012-2092-5,Field-based,"Simon Fraser Univ, Dept Biol Sci, Burnaby, BC V5A 1S6",Canada,NA,YVR,Saint Kitts and Nevis,NA,NA,NA
958,Variation in benthic communities of eastern Caribbean coral reefs in relation to surface sediment composition,MARINE BIOLOGY,2013,3,10.1007/s00227-012-2092-5,Field-based,"Simon Fraser Univ, Dept Biol Sci, Burnaby, BC V5A 1S6",Canada,NA,YVR,Saint Lucia,NA,NA,NA
958,Variation in benthic communities of eastern Caribbean coral reefs in relation to surface sediment composition,MARINE BIOLOGY,2013,3,10.1007/s00227-012-2092-5,Field-based,"Simon Fraser Univ, Dept Biol Sci, Burnaby, BC V5A 1S6",Canada,NA,YVR,Saint Vincent and the Grenadines,NA,NA,NA
958,Variation in benthic communities of eastern Caribbean coral reefs in relation to surface sediment composition,MARINE BIOLOGY,2013,3,10.1007/s00227-012-2092-5,Field-based,"Simon Fraser Univ, Dept Biol Sci, Burnaby, BC V5A 1S6",Canada,NA,YVR,Trinidad and Tobago,NA,NA,NA
958,Variation in benthic communities of eastern Caribbean coral reefs in relation to surface sediment composition,MARINE BIOLOGY,2013,3,10.1007/s00227-012-2092-5,Field-based,"Simon Fraser Univ, Dept Biol Sci, Burnaby, BC V5A 1S6",Canada,NA,YVR,United States Virgin Islands,NA,NA,NA
960,"Dynamics of Coral Reef Benthic Assemblages of the Abrolhos Bank, Eastern Brazil: Inferences on Natural and Anthropogenic Drivers",PLOS ONE,2013,63,10.1371/journal.pone.0054260,Field-based,"Univ Fed Paraiba, Dept Engn & Meio Ambiente, Rio Tinto, Paraiba",Brazil,NA,NA,Brazil,NA,NA,NA
961,Biological Responses of the Coral Montastraea annularis to the Removal of Filamentous Turf Algae,PLOS ONE,2013,5,10.1371/journal.pone.0054810,Field-based,"Colegio Frontera Sur, Chetmal, Quintana Roo",Mexico,NA,NA,Mexico,NA,NA,NA
962,"Coverage, Diversity, and Functionality of a High-Latitude Coral Community (Tatsukushi, Shikoku Island, Japan)",PLOS ONE,2013,15,10.1371/journal.pone.0054330,Field-based,"Acad Sinica, Biodivers Res Ctr, Taipei 115",Taiwan,NA,NA,Japan,NA,NA,NA
963,Community Change within a Caribbean Coral Reef Marine Protected Area following Two Decades of Local Management,PLOS ONE,2013,6,10.1371/journal.pone.0054069,Field-based,"Australian Natl Univ, ARC Ctr Excellence Coral Reef Studies, Res Sch Biol, Canberra, ACT, Saba Conservat Fdn, The Bottom, Saba","Australia, Neth Antilles",NA,NA,"Bonaire, Sint Eustatius, Saba, Sint Eustatius, Saba",NA,NA,NA
965,Energetic Extremes in Aquatic Locomotion by Coral Reef Fishes,PLOS ONE,2013,12,10.1371/journal.pone.0054033,Field-based,"Australian Natl Univ, Res Sch Biol, ARC Ctr Excellence Coral Reef Studies, Canberra, ACT",Australia,NA,NA,Australia,NA,NA,NA
966,The role of subsistence fishing in the hybrid economy of an indigenous community,MARINE POLICY,2013,17,10.1016/j.marpol.2012.04.017,Field-based,"James Cook Univ, Sch Earth & Environm Sci, Fishing & Fisheries Res Ctr, Townsville, Qld 4811, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia,NA,TSV,Australia,NA,NA,NA
969,Assessing Dispersal Patterns of Fish Propagules from an Effective Mediterranean Marine Protected Area,PLOS ONE,2012,24,10.1371/journal.pone.0052108,Field-based,"Univ Nice Sophia Antipolis, Lab ECOMERS, Fac Sci, Nice, Univ Salento, Lab Conservat & Management Marine & Coastal Resou, Dipartimento Sci & Tecnol Biol & Ambientali, Consorzio Nazl Interuniv Sci Mare, Lecce","France, Italy",NA,NA,Italy,NA,NA,NA
971,"Depth-Variable Settlement Patterns and Predation Influence on Newly Settled Reef Fishes (Haemulon spp., Haemulidae)",PLOS ONE,2012,3,10.1371/journal.pone.0050897,Field-based,"Nova SE Univ, Natl Coral Reef Inst, Oceanog Ctr, Dania",United States,NA,NA,United States,NA,NA,NA
972,Genome streamlining and chemical defense in a coral reef symbiosis,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2012,68,10.1073/pnas.1213820109,Field-based,"Univ Utah, Dept Med Chem, Salt Lake City",United States,NA,NA,Fiji,NA,NA,NA
972,Genome streamlining and chemical defense in a coral reef symbiosis,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2012,68,10.1073/pnas.1213820109,Field-based,"Univ Utah, Dept Med Chem, Salt Lake City",United States,NA,NA,Palau,NA,NA,NA
972,Genome streamlining and chemical defense in a coral reef symbiosis,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2012,68,10.1073/pnas.1213820109,Field-based,"Univ Utah, Dept Med Chem, Salt Lake City",United States,NA,NA,Papua New Guinea,NA,NA,NA
972,Genome streamlining and chemical defense in a coral reef symbiosis,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2012,68,10.1073/pnas.1213820109,Field-based,"Univ Utah, Dept Med Chem, Salt Lake City",United States,NA,NA,Solomon Islands,NA,NA,NA
974,Transcriptional Response of Two Core Photosystem Genes in Symbiodinium spp. Exposed to Thermal Stress,PLOS ONE,2012,24,10.1371/journal.pone.0050439,Field-based,"Univ Delaware, Coll Earth Ocean & Environm, Lewes",United States,NA,NA,Mexico,NA,NA,NA
976,Community Structure and Functional Gene Profile of Bacteria on Healthy and Diseased Thalli of the Red Seaweed Delisea pulchra,PLOS ONE,2012,33,10.1371/journal.pone.0050854,Field-based,"Univ New S Wales, Ctr Marine Bioinnovat, Sydney, NSW, Univ New S Wales, Sch Biotechnol & Biomol Sci, Sydney, NSW",Australia,NA,NA,Australia,NA,NA,NA
977,Herbivory by the Caribbean king crab on coral patch reefs,MARINE BIOLOGY,2012,10,10.1007/s00227-012-2027-1,Field-based,"Old Dominion Univ, Dept Biol Sci, Norfolk",United States,NA,NA,United States,NA,NA,NA
978,How well do sunken vessels approximate fish assemblages on coral reefs? Conservation implications of vessel-reef deployments,MARINE BIOLOGY,2012,7,10.1007/s00227-012-2039-x,Field-based,"Univ Technol Sydney, Fish Ecol Lab, Sch Environm, Broadway, NSW 2007",Australia,NA,NA,Northern Mariana Islands,NA,NA,NA
979,Interactive effects of live coral and structural complexity on the recruitment of reef fishes,CORAL REEFS,2012,24,10.1007/s00338-012-0920-1,Field-based,"Australian Inst Marine Sci, AIMS JCU, Townsville, Qld 4810, James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4810",Australia,NA,TSV,Australia,NA,NA,NA
980,Response of diurnal and nocturnal coral reef fish to protection from fishing: an assessment using baited remote underwater video,CORAL REEFS,2012,21,10.1007/s00338-012-0955-3,Field-based,"Univ Western Australia, Fac Nat & Agr Sci, Sch Plant Biol, Crawley, WA 6009, Univ Western Australia, Fac Nat & Agr Sci, UWA Oceans Inst, Crawley, WA 6009",Australia,NA,NA,Australia,NA,NA,NA
981,Abiotic and biotic controls of cryptobenthic fish assemblages across a Caribbean seascape,CORAL REEFS,2012,10,10.1007/s00338-012-0938-4,Field-based,"Univ Exeter, Marine Spatial Ecol Lab, Coll Life & Environm Sci, Hatherly Lab, Exeter EX4 4PS, Devon, Univ Queensland, ARC Ctr Excellence Coral Reef Studies, Brisbane, Qld 4072, Univ Queensland, Sch Biol Sci, Marine Spatial Ecol Lab, Brisbane, Qld 4072","United Kingdom, Australia",NA,BNE,United States,NA,NA,NA
982,How far do schools of roving herbivores rove? A case study using Scarus rivulatus,CORAL REEFS,2012,30,10.1007/s00338-012-0922-z,Field-based,"James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia,NA,TSV,Australia,NA,NA,NA
983,"Cryptofauna of the epilithic algal matrix on an inshore coral reef, Great Barrier Reef",CORAL REEFS,2012,27,10.1007/s00338-012-0924-x,Field-based,"James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia,NA,TSV,Australia,NA,NA,NA
984,Stable isotope analysis reveals community-level variation in fish trophodynamics across a fringing coral reef,CORAL REEFS,2012,29,10.1007/s00338-012-0923-y,Field-based,"Univ Calif San Diego, Scripps Inst Oceanog, La Jolla, Univ Western Australia, Oceans Inst, Crawley, WA, Univ Western Australia, Sch Environm Syst Engn, Crawley, WA","United States, Australia",NA,NA,Australia,NA,NA,NA
985,"Abundance and diversity of anemonefishes and their host sea anemones at two mesophotic sites on the Great Barrier Reef, Australia",CORAL REEFS,2012,9,10.1007/s00338-012-0916-x,Field-based,"James Cook Univ, Sch Earth & Environm Sci, Townsville, Qld 4811",Australia,NA,TSV,Australia,NA,NA,NA
986,The effects of parasites on the early life stages of a damselfish,CORAL REEFS,2012,8,10.1007/s00338-012-0929-5,Field-based,"Univ Queensland, Sch Biol Sci, St Lucia, Qld 4072",Australia,NA,BNE,Australia,NA,NA,NA
987,Revisiting the functional roles of the surgeonfish Acanthurus nigrofuscus and Ctenochaetus striatus,CORAL REEFS,2012,27,10.1007/s00338-012-0931-y,Field-based,"Univ Queensland, Sch Biol Sci, Ctr Excellence Coral Reef Studies, Marine Spatial Ecol Lab,Australian Res Council, Brisbane, Qld 4072",Australia,NA,BNE,Australia,NA,NA,NA
988,The role of Thalassoma lunare as a predator of juvenile fish on a sub-tropical coral reef,CORAL REEFS,2012,13,10.1007/s00338-012-0934-8,Field-based,"Dept Environm & Conservat, Div Sci, Marine Sci Program, Kensington, WA, Univ Western Australia, Oceans Inst, Crawley, WA",Australia,NA,NA,Australia,NA,NA,NA
992,Deposit-Feeding Sea Cucumbers Enhance Mineralization and Nutrient Cycling in Organically-Enriched Coastal Sediments,PLOS ONE,2012,32,10.1371/journal.pone.0050031,Field-based,"Univ Otago, Dept Marine Sci, Dunedin",New Zealand,NA,NA,New Zealand,NA,NA,NA
995,Effects of Reef Proximity on the Structure of Fish Assemblages of Unconsolidated Substrata,PLOS ONE,2012,17,10.1371/journal.pone.0049437,Field-based,"So Cross Univ, Natl Marine Sci Ctr, Coffs Harbour, NSW, So Cross Univ, Sch Environm Sci & Engn, Marine Ecol Res Ctr, Lismore, NSW 2480",Australia,NA,NA,Australia,NA,NA,NA
996,Not All Offspring Are Created Equal: Variation in Larval Characteristics in a Serially Spawning Damselfish,PLOS ONE,2012,9,10.1371/journal.pone.0048525,Field-based,"James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld",Australia,NA,TSV,Australia,NA,NA,NA
997,Overview on the Diversity of Sounds Produced by Clownfishes (Pomacentridae): Importance of Acoustic Signals in Their Peculiar Way of Life,PLOS ONE,2012,24,10.1371/journal.pone.0049179,Field-based,"Univ Liege, Lab Funct & Evolutionary Morphol, Liege",Belgium,NA,NA,Japan,NA,NA,NA
